,geometry,FID,Activity,ActivityDa,ComName,MonYr,FinYr,Detection1,Date_S
1935,POINT Z (153.432718 -27.32016699922998 0),2930,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1936,POINT Z (153.4306550000001 -27.31560199923006 0),2931,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1937,POINT Z (153.4298050000001 -27.31363199923006 0),2932,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1938,POINT Z (153.430329 -27.31416599923007 0),2933,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1939,POINT Z (153.512286 -27.49502299922665 0),2934,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1940,POINT Z (153.4295320000001 -27.31307299923012 0),2935,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1941,POINT Z (153.4295810000001 -27.31296499923011 0),2936,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1942,POINT Z (153.4295430000001 -27.3126149992301 0),2937,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1943,POINT Z (153.4297600000001 -27.3126139992301 0),2938,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1944,POINT Z (153.5299140000001 -27.45051999922752 0),2939,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1945,POINT Z (153.5296070000001 -27.45062399922748 0),2940,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1946,POINT Z (153.510743 -27.4986409992266 0),2941,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1947,POINT Z (153.5099590000001 -27.50008199922657 0),2942,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1948,POINT Z (153.5098840000001 -27.50021499922657 0),2943,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1949,POINT Z (153.5101740000001 -27.50032199922658 0),2944,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1950,POINT Z (153.5091960000001 -27.50084099922656 0),2945,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1951,POINT Z (153.5065030000001 -27.51045299922633 0),2946,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1952,POINT Z (153.5089830000001 -27.50121999922651 0),2947,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1953,POINT Z (153.511736 -27.49514499922667 0),2948,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1954,POINT Z (153.5118110000001 -27.49516499922662 0),2949,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1955,POINT Z (153.511868 -27.49488799922666 0),2950,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1956,POINT Z (153.5124300000001 -27.49325599922671 0),2951,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1957,POINT Z (153.5124020000001 -27.49334299922671 0),2952,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1958,POINT Z (153.512196 -27.49331099922668 0),2953,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1959,POINT Z (153.5121790000001 -27.49330699922669 0),2954,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1960,POINT Z (153.5110510000001 -27.49462799922668 0),2955,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1961,POINT Z (153.512863 -27.4938849992267 0),2956,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1962,POINT Z (153.5128050000001 -27.49392699922665 0),2957,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1963,POINT Z (153.5126230000001 -27.49393299922669 0),2958,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1964,POINT Z (153.5064360000001 -27.51027999922638 0),2959,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1965,POINT Z (153.5138820000001 -27.48712199922679 0),2960,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1966,POINT Z (153.5007200000001 -27.52530899922606 0),2961,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1967,POINT Z (153.5138010000001 -27.48722199922682 0),2962,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1968,POINT Z (153.51394 -27.48726199922678 0),2963,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1969,POINT Z (153.5005470000001 -27.52517899922611 0),2964,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1970,POINT Z (153.5004070000001 -27.5255859992261 0),2965,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1971,POINT Z (153.500211 -27.52560599922611 0),2966,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1972,POINT Z (153.5000640000001 -27.5253659992261 0),2967,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1973,POINT Z (153.500073 -27.5253809992261 0),2968,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1974,POINT Z (153.5000090000001 -27.52549699922609 0),2969,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1975,POINT Z (153.500176 -27.52630999922608 0),2970,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1976,POINT Z (153.5004130000001 -27.52439699922611 0),2971,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1977,POINT Z (153.500524 -27.52504399922612 0),2972,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1978,POINT Z (153.5005860000001 -27.52508199922607 0),2973,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1979,POINT Z (153.5003190000001 -27.52512899922607 0),2974,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1980,POINT Z (153.500536 -27.52504199922606 0),2975,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1981,POINT Z (153.5005160000001 -27.52499999922611 0),2976,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1982,POINT Z (153.4949110000001 -27.54063999922578 0),2977,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1983,POINT Z (153.4964120000001 -27.53737899922583 0),2978,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1984,POINT Z (153.4948290000001 -27.54055599922583 0),2979,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1985,POINT Z (153.494765 -27.54024799922582 0),2980,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1986,POINT Z (153.4948790000001 -27.54048299922578 0),2981,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1987,POINT Z (153.49486 -27.54044999922581 0),2982,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1988,POINT Z (153.4251250000001 -27.30358999923026 0),2983,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1989,POINT Z (153.425191 -27.30355499923029 0),2984,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1990,POINT Z (153.4249930000001 -27.30357199923032 0),2985,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1991,POINT Z (153.424838 -27.30321099923032 0),2986,Survey,22/10/2019,Bitou bush,,2019 - 2020,22/10/2019,July19_Dec19
1992,POINT Z (153.364131 -27.14118199923339 0),2987,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1993,POINT Z (153.4959530000001 -27.53808699922584 0),2988,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1994,POINT Z (153.494404 -27.5402949992258 0),2989,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1995,POINT Z (153.494773 -27.5402079992258 0),2990,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1996,POINT Z (153.4936510000001 -27.54358299922574 0),2991,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1997,POINT Z (153.4955910000001 -27.53805499922581 0),2992,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1998,POINT Z (153.493813 -27.54349699922573 0),2993,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
1999,POINT Z (153.493813 -27.54355599922575 0),2994,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2000,POINT Z (153.493724 -27.54344699922574 0),2995,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2001,POINT Z (153.4936480000001 -27.54351799922573 0),2996,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2002,POINT Z (153.3646210000001 -27.12809399923366 0),2997,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2003,POINT Z (153.3646210000001 -27.12809399923366 0),2998,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2004,POINT Z (153.364678 -27.12800999923365 0),2999,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2005,POINT Z (153.4898670000001 -27.55391199922557 0),3000,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2006,POINT Z (153.369847 -27.09073599923434 0),3001,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2007,POINT Z (153.3677510000001 -27.07771599923461 0),3002,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2008,POINT Z (153.3654960000001 -27.05954399923497 0),3003,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2009,POINT Z (153.477927 -27.58853699922492 0),3004,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2010,POINT Z (153.4877240000001 -27.55987499922545 0),3005,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2011,POINT Z (153.4800320000001 -27.58073699922503 0),3006,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2012,POINT Z (153.479944 -27.58080499922502 0),3007,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2013,POINT Z (153.4800050000001 -27.58081399922507 0),3008,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2014,POINT Z (153.477922 -27.58859799922487 0),3009,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2015,POINT Z (153.4896670000001 -27.55401799922553 0),3010,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2016,POINT Z (153.4875780000001 -27.55989799922546 0),3011,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2017,POINT Z (153.4801150000001 -27.58089899922502 0),3012,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2018,POINT Z (153.4800040000001 -27.58103599922507 0),3013,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2019,POINT Z (153.4778150000001 -27.58904799922487 0),3014,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2020,POINT Z (153.477379 -27.59068299922485 0),3015,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2021,POINT Z (153.477119 -27.59038499922487 0),3016,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2022,POINT Z (153.4765100000001 -27.59318999922478 0),3017,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2023,POINT Z (153.476432 -27.59306799922481 0),3018,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2024,POINT Z (153.4763770000001 -27.59297599922482 0),3019,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2025,POINT Z (153.4769930000001 -27.59219499922482 0),3020,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2026,POINT Z (153.4769250000001 -27.59220399922485 0),3021,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2027,POINT Z (153.4765100000001 -27.59299999922482 0),3022,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2028,POINT Z (153.4766500000001 -27.5929569992248 0),3023,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2029,POINT Z (153.4764060000001 -27.59278699922479 0),3024,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2030,POINT Z (153.4762750000001 -27.59374099922481 0),3025,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2031,POINT Z (153.4764930000001 -27.59289599922479 0),3026,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2032,POINT Z (153.4762760000001 -27.5929129992248 0),3027,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2033,POINT Z (153.4759650000001 -27.59252999922481 0),3028,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2034,POINT Z (153.4759660000001 -27.59267799922485 0),3029,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2035,POINT Z (153.4760540000001 -27.59321799922483 0),3030,Treatment,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2036,POINT Z (153.4757390000001 -27.59288999922481 0),3031,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2037,POINT Z (153.475938 -27.5945039992248 0),3032,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2038,POINT Z (153.4756920000001 -27.59573199922474 0),3033,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2039,POINT Z (153.4766050000001 -27.59263099922484 0),3034,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2040,POINT Z (153.4766840000001 -27.59271999922478 0),3035,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2041,POINT Z (153.476661 -27.59272399922484 0),3036,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2042,POINT Z (153.4765960000001 -27.59276799922484 0),3037,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2043,POINT Z (153.4766010000001 -27.59277599922481 0),3038,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2044,POINT Z (153.4766300000001 -27.59280799922479 0),3039,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2045,POINT Z (153.4765590000001 -27.59287899922483 0),3040,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2046,POINT Z (153.4764620000001 -27.59299399922484 0),3041,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2047,POINT Z (153.4762220000001 -27.59321699922483 0),3042,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2048,POINT Z (153.476253 -27.59327599922479 0),3043,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2049,POINT Z (153.4762240000001 -27.59345799922479 0),3044,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2050,POINT Z (153.4762310000001 -27.5936539992248 0),3045,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2051,POINT Z (153.4761320000001 -27.5937889992248 0),3046,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2052,POINT Z (153.4761060000001 -27.59368999922483 0),3047,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2053,POINT Z (153.4759740000001 -27.5935189992248 0),3048,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2054,POINT Z (153.475896 -27.59347399922482 0),3049,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2055,POINT Z (153.4755010000001 -27.59390299922478 0),3050,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2056,POINT Z (153.4752350000001 -27.59437299922479 0),3051,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2057,POINT Z (153.4752510000001 -27.59443399922481 0),3052,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2058,POINT Z (153.475543 -27.5945459992248 0),3053,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2059,POINT Z (153.47577 -27.59455499922479 0),3054,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2060,POINT Z (153.475531 -27.59548899922474 0),3055,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2061,POINT Z (153.475576 -27.59575399922474 0),3056,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2062,POINT Z (153.475801 -27.59448899922478 0),3057,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2063,POINT Z (153.475363 -27.59555499922473 0),3058,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2064,POINT Z (153.4757460000001 -27.59563699922476 0),3059,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2065,POINT Z (153.4755660000001 -27.59580099922474 0),3060,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2066,POINT Z (153.475354 -27.59665499922473 0),3061,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2067,POINT Z (153.4754210000001 -27.59654799922472 0),3062,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2068,POINT Z (153.4744440000001 -27.59639699922475 0),3063,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2069,POINT Z (153.4755700000001 -27.59633399922474 0),3064,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2070,POINT Z (153.4751170000001 -27.59625899922476 0),3065,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2071,POINT Z (153.47463 -27.59597399922475 0),3066,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2072,POINT Z (153.4723760000001 -27.60635899922455 0),3067,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2073,POINT Z (153.47523 -27.59609699922472 0),3068,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2074,POINT Z (153.4709250000001 -27.61238799922445 0),3069,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2075,POINT Z (153.4710070000001 -27.61239199922443 0),3070,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2076,POINT Z (153.470848 -27.61244299922442 0),3071,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2077,POINT Z (153.470402 -27.61556699922438 0),3072,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2078,POINT Z (153.470399 -27.61552699922436 0),3073,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2079,POINT Z (153.4755560000001 -27.59573799922478 0),3074,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2080,POINT Z (153.4754800000001 -27.59582099922475 0),3075,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2081,POINT Z (153.4752380000001 -27.59656499922473 0),3076,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2082,POINT Z (153.4752940000001 -27.59638199922474 0),3077,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2083,POINT Z (153.4703960000001 -27.61559499922437 0),3078,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2084,POINT Z (153.475271 -27.59614899922476 0),3079,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2085,POINT Z (153.4752390000001 -27.59610499922476 0),3080,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2086,POINT Z (153.4703800000001 -27.61545499922437 0),3081,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2087,POINT Z (153.4748960000001 -27.59588999922475 0),3082,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2088,POINT Z (153.474733 -27.59587899922477 0),3083,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2089,POINT Z (153.4754320000001 -27.59619999922474 0),3084,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2090,POINT Z (153.4754840000001 -27.59627999922477 0),3085,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2091,POINT Z (153.4706410000001 -27.61138699922449 0),3086,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2092,POINT Z (153.470771 -27.61228899922447 0),3087,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2093,POINT Z (153.4701130000001 -27.61502599922439 0),3088,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2094,POINT Z (153.47009 -27.61507099922439 0),3089,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2095,POINT Z (153.41916 -27.20840899923211 0),3090,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2096,POINT Z (153.4839840000001 -27.56998799922525 0),3091,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2097,POINT Z (153.4188580000001 -27.20875899923208 0),3092,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2098,POINT Z (153.4207510000001 -27.19520499923233 0),3093,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2099,POINT Z (153.4208440000001 -27.19371999923236 0),3094,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2100,POINT Z (153.4209370000001 -27.19356299923241 0),3095,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2101,POINT Z (153.4219390000001 -27.18734999923254 0),3096,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2102,POINT Z (153.4827780000001 -27.56990599922523 0),3097,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2103,POINT Z (153.504769 -27.51431899922628 0),3098,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2104,POINT Z (153.5043010000001 -27.51497399922626 0),3099,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2105,POINT Z (153.504128 -27.51593499922627 0),3100,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2106,POINT Z (153.4169020000001 -27.23624899923155 0),3101,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2107,POINT Z (153.4168020000001 -27.23607599923159 0),3102,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2108,POINT Z (153.4169000000001 -27.23662799923155 0),3103,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2109,POINT Z (153.4163990000001 -27.23723099923155 0),3104,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2110,POINT Z (153.4163990000001 -27.23723099923155 0),3105,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2111,POINT Z (153.4161600000001 -27.23719299923154 0),3106,Treatment,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2112,POINT Z (153.4161600000001 -27.23719299923154 0),3107,Treatment,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2113,POINT Z (153.489457 -27.55624799922553 0),3108,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2114,POINT Z (153.4879090000001 -27.55614099922552 0),3109,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2115,POINT Z (153.4162890000001 -27.23930099923151 0),3110,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2116,POINT Z (153.4840290000001 -27.56998299922526 0),3111,Survey,23/10/2019,Bitou bush,,2019 - 2020,23/10/2019,July19_Dec19
2117,POINT Z (153.488555 -27.55590799922548 0),3112,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2118,POINT Z (153.4876710000001 -27.55546999922552 0),3113,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2119,POINT Z (153.4165290000001 -27.23948099923151 0),3114,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2120,POINT Z (153.4165780000001 -27.23923399923151 0),3115,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2121,POINT Z (153.4164850000001 -27.23916299923153 0),3116,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2122,POINT Z (153.4164850000001 -27.23916299923153 0),3117,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2123,POINT Z (153.4882560000001 -27.55696299922547 0),3118,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2124,POINT Z (153.41651 -27.23729599923156 0),3119,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2125,POINT Z (153.4883420000001 -27.55690199922551 0),3120,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2126,POINT Z (153.487378 -27.55702699922549 0),3121,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
2127,POINT Z (153.503726 -27.51646299922623 0),3122,Survey,24/10/2019,Bitou bush,,2019 - 2020,24/10/2019,July19_Dec19
